Date	Latitude(deg)	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)	Rollrate(dps)	Pitchrate(dps)	Yawrate(dps)	accelX(m/s/s)	accelY(m/s/s)	accelZ(m/s/s)	vgN(mps)	vgE(mps)	vgD(mps)	Aileron(unit)	Elevator(unit)	Rudder(unit)	Throttle(unit)
18:01:02:951	47.03551	-121.593	970.1383	970.1383	0	0	0	0	0	0	-2.535458	-1.145239	-65.8613	0.2658525	0.1278983	-0.822586	-20.92956	9.052667	-1003.778	17.11731	-18.48486	0.7705739	0.008000016	-0.02999997	-0.01200002	0	
18:01:02:990	47.03553	-121.593	969.6993	969.6993	0	0	0	0	0	0	-2.535458	-1.145239	-65.8613	0.2658525	0.1278983	-0.822586	-20.92956	9.052667	-1003.778	17.09179	-18.50781	0.7668456	0.008000016	-0.02999997	-0.01200002	0	
18:01:03:11	47.03553	-121.593	969.6993	969.6993	0	0	0	0	0	0	-2.50829	-1.139495	-65.94363	0.2480373	0.04250951	-0.8255794	-20.85427	8.868621	-1004.112	17.09179	-18.50781	0.7668456	0.008000016	-0.03200001	-0.01200002	0	
18:01:03:52	47.03553	-121.593	969.6993	969.6993	0	0	0	0	0	0	-2.50829	-1.139495	-65.94363	0.2480373	0.04250951	-0.8255794	-20.85427	8.868621	-1004.112	17.09179	-18.50781	0.7668456	0.008000016	-0.03200001	-0.01200002	0	
18:01:03:54	47.03553	-121.593	969.6993	969.6993	0	0	0	0	0	0	-2.50829	-1.139495	-65.94363	0.2480373	0.04250951	-0.8255794	-20.85427	8.868621	-1004.112	17.09179	-18.50781	0.7668456	0.008000016	-0.03200001	-0.01200002	0	
18:01:03:88	47.03553	-121.593	969.6993	969.6993	0	0	0	0	0	0	-2.50829	-1.139495	-65.94363	0.2480373	0.04250951	-0.8255794	-20.85427	8.868621	-1004.112	17.09179	-18.50781	0.7668456	0.008000016	-0.03200001	-0.01200002	0	
18:01:03:113	47.03553	-121.593	969.6993	969.6993	0	0	0	0	0	0	-2.50829	-1.139495	-65.94363	0.2480373	0.04250951	-0.8255794	-20.85427	8.868621	-1004.112	17.09179	-18.50781	0.7668456	0.008000016	-0.03200001	-0.01200002	0	
18:01:03:154	47.03553	-121.593	969.6993	969.6993	0	0	0	0	0	0	-2.48278	-1.146639	-66.02521	0.2356961	-0.07663486	-0.8135694	-20.72596	8.68102	-999.8506	17.09179	-18.50781	0.7668456	0.008000016	-0.03200001	-0.01200002	0	
18:01:03:194	47.03554	-121.593	969.2034	969.2034	0	0	0	0	0	0	-2.48278	-1.146639	-66.02521	0.2356961	-0.07663486	-0.8135694	-20.72596	8.68102	-999.8506	17.06616	-18.53063	0.7628924	0.008000016	-0.03200001	-0.01200002	0	
18:01:03:218	47.03554	-121.593	969.2034	969.2034	0	0	0	0	0	0	-2.48278	-1.146639	-66.02521	0.2356961	-0.07663486	-0.8135694	-20.72596	8.68102	-999.8506	17.06616	-18.53063	0.7628924	0.008000016	-0.03200001	-0.01200002	0	
18:01:03:251	47.03554	-121.593	969.2034	969.2034	0	0	0	0	0	0	-2.48278	-1.146639	-66.02521	0.2356961	-0.07663486	-0.8135694	-20.72596	8.68102	-999.8506	17.06616	-18.53063	0.7628924	0.008000016	-0.03200001	-0.01200002	0	
18:01:03:297	47.03554	-121.593	969.2034	969.2034	0	0	0	0	0	0	-2.48278	-1.146639	-66.02521	0.2356961	-0.07663486	-0.8135694	-20.72596	8.68102	-999.8506	17.06616	-18.53063	0.7628924	0.008000016	-0.03200001	-0.01200002	0	
18:01:03:316	47.03554	-121.593	969.2034	969.2034	0	0	0	0	0	0	-2.45791	-1.162583	-66.10468	0.2311439	-0.1492492	-0.7897845	-20.62345	8.544017	-995.5756	17.06616	-18.53063	0.7628924	0.008000016	-0.03200001	-0.01200002	0	
18:01:03:355	47.03554	-121.593	969.2034	969.2034	0	0	0	0	0	0	-2.45791	-1.162583	-66.10468	0.2311439	-0.1492492	-0.7897845	-20.62345	8.544017	-995.5756	17.06616	-18.53063	0.7628924	0.008000016	-0.03200001	-0.01200002	0	
18:01:03:399	47.03557	-121.5931	968.2107	968.2107	0	0	0	0	0	0	-2.460081	-1.172588	-66.14316	-0.1143045	-0.1719413	-0.7703159	-20.59315	8.443923	-993.8416	17.0148	-18.57598	0.756548	0.006000042	-0.03200001	-0.01200002	0	
18:01:03:416	47.03557	-121.5931	968.2107	968.2107	0	0	0	0	0	0	-2.460081	-1.172588	-66.14316	-0.1143045	-0.1719413	-0.7703159	-20.59315	8.443923	-993.8416	17.0148	-18.57598	0.756548	0.006000042	-0.03200001	-0.01200002	0	
18:01:03:460	47.03557	-121.5931	968.2107	968.2107	0	0	0	0	0	0	-2.460081	-1.172588	-66.14316	-0.1143045	-0.1719413	-0.7703159	-20.59315	8.443923	-993.8416	17.0148	-18.57598	0.756548	0.006000042	-0.03200001	-0.01200002	0	
18:01:03:498	47.03557	-121.5931	968.2107	968.2107	0	0	0	0	0	0	-2.460081	-1.172588	-66.14316	-0.1143045	-0.1719413	-0.7703159	-20.59315	8.443923	-993.8416	17.0148	-18.57598	0.756548	0.006000042	-0.03200001	-0.01200002	0	
18:01:03:522	47.03557	-121.5931	968.2107	968.2107	0	0	0	0	0	0	-2.468668	-1.183443	-66.18063	-0.2011843	-0.187998	-0.7502939	-20.5815	8.515165	-992.4067	17.0148	-18.57598	0.756548	0.006000042	-0.03200001	-0.01200002	0	
18:01:03:560	47.03557	-121.5931	968.2107	968.2107	0	0	0	0	0	0	-2.468668	-1.183443	-66.18063	-0.2011843	-0.187998	-0.7502939	-20.5815	8.515165	-992.4067	17.0148	-18.57598	0.756548	0.006000042	-0.03200001	-0.01200002	0	
18:01:03:600	47.03559	-121.5931	967.4255	967.4255	0	0	0	0	0	0	-2.468668	-1.183443	-66.18063	-0.2011843	-0.187998	-0.7502939	-20.5815	8.515165	-992.4067	16.97705	-18.6097	0.7616382	0.006000042	-0.03200001	-0.01200002	0	
18:01:03:620	47.03559	-121.5931	967.4255	967.4255	0	0	0	0	0	0	-2.488528	-1.196732	-66.25339	-0.2110872	-0.05801936	-0.7185109	-20.64799	8.694468	-992.0744	16.97705	-18.6097	0.7616382	0.006000042	-0.02999997	-0.01200002	0	
18:01:03:658	47.03559	-121.5931	967.4255	967.4255	0	0	0	0	0	0	-2.488528	-1.196732	-66.25339	-0.2110872	-0.05801936	-0.7185109	-20.64799	8.694468	-992.0744	16.97705	-18.6097	0.7616382	0.006000042	-0.02999997	-0.01200002	0	
18:01:03:698	47.03559	-121.5931	967.4255	967.4255	0	0	0	0	0	0	-2.488528	-1.196732	-66.25339	-0.2110872	-0.05801936	-0.7185109	-20.64799	8.694468	-992.0744	16.97705	-18.6097	0.7616382	0.006000042	-0.02999997	-0.01200002	0	
18:01:03:722	47.03559	-121.5931	967.4255	967.4255	0	0	0	0	0	0	-2.507412	-1.199965	-66.3241	-0.1992064	0.02738526	-0.7058772	-20.77773	8.961511	-995.4313	16.97705	-18.6097	0.7616382	0.006000042	-0.02999997	-0.01200002	0	
18:01:03:763	47.03559	-121.5931	967.4255	967.4255	0	0	0	0	0	0	-2.507412	-1.199965	-66.3241	-0.1992064	0.02738526	-0.7058772	-20.77773	8.961511	-995.4313	16.97705	-18.6097	0.7616382	0.006000042	-0.02999997	-0.01200002	0	
18:01:03:801	47.0356	-121.5931	967.1275	967.1275	0	0	0	0	0	0	-2.507412	-1.199965	-66.3241	-0.1992064	0.02738526	-0.7058772	-20.77773	8.961511	-995.4313	16.96462	-18.62098	0.7650111	0.006000042	-0.02999997	-0.01200002	0	
18:01:03:820	47.0356	-121.5931	967.1275	967.1275	0	0	0	0	0	0	-2.507412	-1.199965	-66.3241	-0.1992064	0.02738526	-0.7058772	-20.77773	8.961511	-995.4313	16.96462	-18.62098	0.7650111	0.006000042	-0.02999997	-0.01200002	0	
18:01:03:863	47.0356	-121.5931	967.1275	967.1275	0	0	0	0	0	0	-2.524955	-1.19683	-66.39523	-0.1853131	0.07974502	-0.7142772	-20.90044	9.236726	-998.6049	16.96462	-18.62098	0.7650111	0.006000042	-0.02999997	-0.01200002	0	
18:01:03:904	47.0356	-121.5931	967.1275	967.1275	0	0	0	0	0	0	-2.524955	-1.19683	-66.39523	-0.1853131	0.07974502	-0.7142772	-20.90044	9.236726	-998.6049	16.96462	-18.62098	0.7650111	0.006000042	-0.02999997	-0.01200002	0	
18:01:03:919	47.0356	-121.5931	967.1275	967.1275	0	0	0	0	0	0	-2.524955	-1.19683	-66.39523	-0.1853131	0.07974502	-0.7142772	-20.90044	9.236726	-998.6049	16.96462	-18.62098	0.7650111	0.006000042	-0.02999997	-0.01200002	0	
18:01:03:964	47.0356	-121.5931	967.1275	967.1275	0	0	0	0	0	0	-2.524955	-1.19683	-66.39523	-0.1853131	0.07974502	-0.7142772	-20.90044	9.236726	-998.6049	16.96462	-18.62098	0.7650111	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:1	47.03563	-121.5932	966.1206	966.1206	0	0	0	0	0	0	-2.541281	-1.190101	-66.46869	-0.1747123	0.108503	-0.739544	-20.98623	9.438134	-1000.916	16.915	-18.66647	0.7786183	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:22	47.03563	-121.5932	966.1206	966.1206	0	0	0	0	0	0	-2.541281	-1.190101	-66.46869	-0.1747123	0.108503	-0.739544	-20.98623	9.438134	-1000.916	16.915	-18.66647	0.7786183	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:60	47.03563	-121.5932	966.1206	966.1206	0	0	0	0	0	0	-2.541281	-1.190101	-66.46869	-0.1747123	0.108503	-0.739544	-20.98623	9.438134	-1000.916	16.915	-18.66647	0.7786183	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:62	47.03563	-121.5932	966.1206	966.1206	0	0	0	0	0	0	-2.541281	-1.190101	-66.46869	-0.1747123	0.108503	-0.739544	-20.98623	9.438134	-1000.916	16.915	-18.66647	0.7786183	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:103	47.03563	-121.5932	966.1206	966.1206	0	0	0	0	0	0	-2.541281	-1.190101	-66.46869	-0.1747123	0.108503	-0.739544	-20.98623	9.438134	-1000.916	16.915	-18.66647	0.7786183	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:123	47.03563	-121.5932	966.1206	966.1206	0	0	0	0	0	0	-2.541281	-1.190101	-66.46869	-0.1747123	0.108503	-0.739544	-20.98623	9.438134	-1000.916	16.915	-18.66647	0.7786183	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:166	47.03563	-121.5932	966.1206	966.1206	0	0	0	0	0	0	-2.549137	-1.186007	-66.50662	-0.1717486	0.1168856	-0.7559884	-21.01157	9.495279	-1001.735	16.915	-18.66647	0.7786183	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:203	47.03566	-121.5932	965.0829	965.0829	0	0	0	0	0	0	-2.549137	-1.186007	-66.50662	-0.1717486	0.1168856	-0.7559884	-21.01157	9.495279	-1001.735	16.86465	-18.71227	0.7802177	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:223	47.03566	-121.5932	965.0829	965.0829	0	0	0	0	0	0	-2.549137	-1.186007	-66.50662	-0.1717486	0.1168856	-0.7559884	-21.01157	9.495279	-1001.735	16.86465	-18.71227	0.7802177	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:264	47.03566	-121.5932	965.0829	965.0829	0	0	0	0	0	0	-2.564676	-1.177095	-66.58521	-0.1714574	0.1261661	-0.7905204	-21.02695	9.516884	-1002.827	16.86465	-18.71227	0.7802177	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:305	47.03566	-121.5932	965.0829	965.0829	0	0	0	0	0	0	-2.564676	-1.177095	-66.58521	-0.1714574	0.1261661	-0.7905204	-21.02695	9.516884	-1002.827	16.86465	-18.71227	0.7802177	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:325	47.03566	-121.5932	965.0829	965.0829	0	0	0	0	0	0	-2.564676	-1.177095	-66.58521	-0.1714574	0.1261661	-0.7905204	-21.02695	9.516884	-1002.827	16.86465	-18.71227	0.7802177	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:368	47.03566	-121.5932	965.0829	965.0829	0	0	0	0	0	0	-2.564676	-1.177095	-66.58521	-0.1714574	0.1261661	-0.7905204	-21.02695	9.516884	-1002.827	16.86465	-18.71227	0.7802177	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:404	47.03567	-121.5932	964.835	964.835	0	0	0	0	0	0	-2.580579	-1.167813	-66.66708	-0.177865	0.1296447	-0.820106	-21.00303	9.431055	-1003.398	16.85186	-18.72375	0.7792714	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:423	47.03567	-121.5932	964.835	964.835	0	0	0	0	0	0	-2.580579	-1.167813	-66.66708	-0.177865	0.1296447	-0.820106	-21.00303	9.431055	-1003.398	16.85186	-18.72375	0.7792714	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:464	47.03567	-121.5932	964.835	964.835	0	0	0	0	0	0	-2.580579	-1.167813	-66.66708	-0.177865	0.1296447	-0.820106	-21.00303	9.431055	-1003.398	16.85186	-18.72375	0.7792714	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:505	47.03567	-121.5932	964.835	964.835	0	0	0	0	0	0	-2.597384	-1.158488	-66.75128	-0.1884013	0.1305147	-0.838914	-20.95455	9.281827	-1003.653	16.85186	-18.72375	0.7792714	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:525	47.03567	-121.5932	964.835	964.835	0	0	0	0	0	0	-2.597384	-1.158488	-66.75128	-0.1884013	0.1305147	-0.838914	-20.95455	9.281827	-1003.653	16.85186	-18.72375	0.7792714	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:567	47.03567	-121.5932	964.835	964.835	0	0	0	0	0	0	-2.597384	-1.158488	-66.75128	-0.1884013	0.1305147	-0.838914	-20.95455	9.281827	-1003.653	16.85186	-18.72375	0.7792714	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:607	47.0357	-121.5933	963.8348	963.8348	0	0	0	0	0	0	-2.614516	-1.149612	-66.83298	-0.1991249	0.1304442	-0.8452191	-20.90034	9.12983	-1003.744	16.79979	-18.76988	0.7729501	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:624	47.0357	-121.5933	963.8348	963.8348	0	0	0	0	0	0	-2.614516	-1.149612	-66.83298	-0.1991249	0.1304442	-0.8452191	-20.90034	9.12983	-1003.744	16.79979	-18.76988	0.7729501	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:665	47.0357	-121.5933	963.8348	963.8348	0	0	0	0	0	0	-2.614516	-1.149612	-66.83298	-0.1991249	0.1304442	-0.8452191	-20.90034	9.12983	-1003.744	16.79979	-18.76988	0.7729501	0.006000042	-0.02999997	-0.01200002	0	
18:01:04:707	47.0357	-121.5933	963.8348	963.8348	0	0	0	0	0	0	-2.618906	-1.140685	-66.91599	0.1320024	0.1297571	-0.8469839	-20.84989	9.080022	-1003.767	16.79979	-18.76988	0.7729501	0.008000016	-0.02999997	-0.01200002	0	
18:01:04:726	47.0357	-121.5933	963.8348	963.8348	0	0	0	0	0	0	-2.618906	-1.140685	-66.91599	0.1320024	0.1297571	-0.8469839	-20.84989	9.080022	-1003.767	16.79979	-18.76988	0.7729501	0.008000016	-0.02999997	-0.01200002	0	
18:01:04:768	47.0357	-121.5933	963.8348	963.8348	0	0	0	0	0	0	-2.618906	-1.140685	-66.91599	0.1320024	0.1297571	-0.8469839	-20.84989	9.080022	-1003.767	16.79979	-18.76988	0.7729501	0.008000016	-0.02999997	-0.01200002	0	
18:01:04:808	47.03573	-121.5933	962.749	962.749	0	0	0	0	0	0	-2.618906	-1.140685	-66.91599	0.1320024	0.1297571	-0.8469839	-20.84989	9.080022	-1003.767	16.74715	-18.81566	0.7652749	0.008000016	-0.02999997	-0.01200002	0	
18:01:04:825	47.03573	-121.5933	962.749	962.749	0	0	0	0	0	0	-2.618906	-1.140685	-66.91599	0.1320024	0.1297571	-0.8469839	-20.84989	9.080022	-1003.767	16.74715	-18.81566	0.7652749	0.008000016	-0.02999997	-0.01200002	0	
18:01:04:870	47.03573	-121.5933	962.749	962.749	0	0	0	0	0	0	-2.59553	-1.131817	-66.99976	0.2410282	0.1282923	-0.8471533	-20.79476	8.873996	-1003.792	16.74715	-18.81566	0.7652749	0.008000016	-0.02999997	-0.01200002	0	
18:01:04:906	47.03573	-121.5933	962.749	962.749	0	0	0	0	0	0	-2.59553	-1.131817	-66.99976	0.2410282	0.1282923	-0.8471533	-20.79476	8.873996	-1003.792	16.74715	-18.81566	0.7652749	0.008000016	-0.02999997	-0.01200002	0	
18:01:04:931	47.03573	-121.5933	962.749	962.749	0	0	0	0	0	0	-2.59553	-1.131817	-66.99976	0.2410282	0.1282923	-0.8471533	-20.79476	8.873996	-1003.792	16.74715	-18.81566	0.7652749	0.008000016	-0.02999997	-0.01200002	0	
18:01:04:970	47.03573	-121.5933	962.749	962.749	0	0	0	0	0	0	-2.570708	-1.132687	-67.08209	0.2337499	-0.02055664	-0.8372099	-20.70035	8.730517	-1002.19	16.74715	-18.81566	0.7652749	0.008000016	-0.03200001	-0.01200002	0	
18:01:05:9	47.03575	-121.5933	962.2484	962.2484	0	0	0	0	0	0	-2.570708	-1.132687	-67.08209	0.2337499	-0.02055664	-0.8372099	-20.70035	8.730517	-1002.19	16.7205	-18.83856	0.7613833	0.008000016	-0.03200001	-0.01200002	0	
18:01:05:30	47.03575	-121.5933	962.2484	962.2484	0	0	0	0	0	0	-2.570708	-1.132687	-67.08209	0.2337499	-0.02055664	-0.8372099	-20.70035	8.730517	-1002.19	16.7205	-18.83856	0.7613833	0.008000016	-0.03200001	-0.01200002	0	
18:01:05:66	47.03575	-121.5933	962.2484	962.2484	0	0	0	0	0	0	-2.546442	-1.144371	-67.16254	0.2310396	-0.1144351	-0.8183829	-20.59738	8.624742	-997.7551	16.7205	-18.83856	0.7613833	0.008000016	-0.03200001	-0.01200002	0	
18:01:05:72	47.03575	-121.5933	962.2484	962.2484	0	0	0	0	0	0	-2.546442	-1.144371	-67.16254	0.2310396	-0.1144351	-0.8183829	-20.59738	8.624742	-997.7551	16.7205	-18.83856	0.7613833	0.008000016	-0.03200001	-0.01200002	0	
18:01:05:107	47.03575	-121.5933	962.2484	962.2484	0	0	0	0	0	0	-2.546442	-1.144371	-67.16254	0.2310396	-0.1144351	-0.8183829	-20.59738	8.624742	-997.7551	16.7205	-18.83856	0.7613833	0.008000016	-0.03200001	-0.01200002	0	
18:01:05:132	47.03575	-121.5933	962.2484	962.2484	0	0	0	0	0	0	-2.546442	-1.144371	-67.16254	0.2310396	-0.1144351	-0.8183829	-20.59738	8.624742	-997.7551	16.7205	-18.83856	0.7613833	0.008000016	-0.03200001	-0.01200002	0	
18:01:05:170	47.03575	-121.5933	962.2484	962.2484	0	0	0	0	0	0	-2.546442	-1.144371	-67.16254	0.2310396	-0.1144351	-0.8183829	-20.59738	8.624742	-997.7551	16.7205	-18.83856	0.7613833	0.008000016	-0.03200001	-0.01200002	0	
18:01:05:213	47.03577	-121.5934	961.2772	961.2772	0	0	0	0	0	0	-2.546442	-1.144371	-67.16254	0.2310396	-0.1144351	-0.8183829	-20.59738	8.624742	-997.7551	16.66685	-18.88412	0.7536051	0.008000016	-0.03200001	-0.01200002	0	
18:01:05:234	47.03577	-121.5934	961.2772	961.2772	0	0	0	0	0	0	-2.536175	-1.162856	-67.24124	-0.1103157	-0.1694982	-0.7896648	-20.53238	8.51312	-993.9825	16.66685	-18.88412	0.7536051	0.006000042	-0.03200001	-0.01200002	0	
18:01:05:271	47.03577	-121.5934	961.2772	961.2772	0	0	0	0	0	0	-2.536175	-1.162856	-67.24124	-0.1103157	-0.1694982	-0.7896648	-20.53238	8.51312	-993.9825	16.66685	-18.88412	0.7536051	0.006000042	-0.03200001	-0.01200002	0	
18:01:05:311	47.03577	-121.5934	961.2772	961.2772	0	0	0	0	0	0	-2.536175	-1.162856	-67.24124	-0.1103157	-0.1694982	-0.7896648	-20.53238	8.51312	-993.9825	16.66685	-18.88412	0.7536051	0.006000042	-0.03200001	-0.01200002	0	
18:01:05:332	47.03577	-121.5934	961.2772	961.2772	0	0	0	0	0	0	-2.536175	-1.162856	-67.24124	-0.1103157	-0.1694982	-0.7896648	-20.53238	8.51312	-993.9825	16.66685	-18.88412	0.7536051	0.006000042	-0.03200001	-0.01200002	0	
18:01:05:374	47.03577	-121.5934	961.2772	961.2772	0	0	0	0	0	0	-2.536175	-1.162856	-67.24124	-0.1103157	-0.1694982	-0.7896648	-20.53238	8.51312	-993.9825	16.66685	-18.88412	0.7536051	0.006000042	-0.03200001	-0.01200002	0	
18:01:05:414	47.03579	-121.5934	960.7504	960.7504	0	0	0	0	0	0	-2.544494	-1.17362	-67.27945	-0.197351	-0.1861279	-0.7724866	-20.52387	8.60013	-992.5189	16.64053	-18.90649	0.7538507	0.006000042	-0.03200001	-0.01200002	0	
18:01:05:434	47.03579	-121.5934	960.7504	960.7504	0	0	0	0	0	0	-2.544494	-1.17362	-67.27945	-0.197351	-0.1861279	-0.7724866	-20.52387	8.60013	-992.5189	16.64053	-18.90649	0.7538507	0.006000042	-0.03200001	-0.01200002	0	
18:01:05:472	47.03579	-121.5934	960.7504	960.7504	0	0	0	0	0	0	-2.544494	-1.17362	-67.27945	-0.197351	-0.1861279	-0.7724866	-20.52387	8.60013	-992.5189	16.64053	-18.90649	0.7538507	0.006000042	-0.03200001	-0.01200002	0	
18:01:05:513	47.03579	-121.5934	960.7504	960.7504	0	0	0	0	0	0	-2.544494	-1.17362	-67.27945	-0.197351	-0.1861279	-0.7724866	-20.52387	8.60013	-992.5189	16.64053	-18.90649	0.7538507	0.006000042	-0.03200001	-0.01200002	0	
18:01:05:532	47.03579	-121.5934	960.7504	960.7504	0	0	0	0	0	0	-2.544494	-1.17362	-67.27945	-0.197351	-0.1861279	-0.7724866	-20.52387	8.60013	-992.5189	16.64053	-18.90649	0.7538507	0.006000042	-0.03200001	-0.01200002	0	
18:01:05:576	47.03579	-121.5934	960.7504	960.7504	0	0	0	0	0	0	-2.563847	-1.186973	-67.3544	-0.2075826	-0.05763173	-0.7468234	-20.5895	8.786624	-992.1044	16.64053	-18.90649	0.7538507	0.006000042	-0.02999997	-0.01200002	0	
18:01:05:615	47.03581	-121.5934	960.0261	960.0261	0	0	0	0	0	0	-2.563847	-1.186973	-67.3544	-0.2075826	-0.05763173	-0.7468234	-20.5895	8.786624	-992.1044	16.60131	-18.94028	0.76138	0.006000042	-0.02999997	-0.01200002	0	
18:01:05:634	47.03581	-121.5934	960.0261	960.0261	0	0	0	0	0	0	-2.563847	-1.186973	-67.3544	-0.2075826	-0.05763173	-0.7468234	-20.5895	8.786624	-992.1044	16.60131	-18.94028	0.76138	0.006000042	-0.02999997	-0.01200002	0	
18:01:05:677	47.03581	-121.5934	960.0261	960.0261	0	0	0	0	0	0	-2.582444	-1.190417	-67.42856	-0.1965958	0.02770913	-0.739316	-20.71363	9.038842	-995.424	16.60131	-18.94028	0.76138	0.006000042	-0.02999997	-0.01200002	0	
18:01:05:717	47.03581	-121.5934	960.0261	960.0261	0	0	0	0	0	0	-2.582444	-1.190417	-67.42856	-0.1965958	0.02770913	-0.739316	-20.71363	9.038842	-995.424	16.60131	-18.94028	0.76138	0.006000042	-0.02999997	-0.01200002	0	
18:01:05:739	47.03581	-121.5934	960.0261	960.0261	0	0	0	0	0	0	-2.582444	-1.190417	-67.42856	-0.1965958	0.02770913	-0.739316	-20.71363	9.038842	-995.424	16.60131	-18.94028	0.76138	0.006000042	-0.02999997	-0.01200002	0	
18:01:05:779	47.03581	-121.5934	960.0261	960.0261	0	0	0	0	0	0	-2.599804	-1.187507	-67.50336	-0.1846965	0.07988606	-0.7507825	-20.82588	9.281873	-998.577	16.60131	-18.94028	0.76138	0.006000042	-0.02999997	-0.01200002	0	
18:01:05:815	47.03583	-121.5935	959.5143	959.5143	0	0	0	0	0	0	-2.599804	-1.187507	-67.50336	-0.1846965	0.07988606	-0.7507825	-20.82588	9.281873	-998.577	16.57522	-18.96311	0.7695631	0.006000042	-0.02999997	-0.01200002	0	
18:01:05:840	47.03583	-121.5935	959.5143	959.5143	0	0	0	0	0	0	-2.599804	-1.187507	-67.50336	-0.1846965	0.07988606	-0.7507825	-20.82588	9.281873	-998.577	16.57522	-18.96311	0.7695631	0.006000042	-0.02999997	-0.01200002	0	
18:01:05:882	47.03583	-121.5935	959.5143	959.5143	0	0	0	0	0	0	-2.616112	-1.181064	-67.58026	-0.1764665	0.1084623	-0.7763254	-20.90117	9.448302	-1000.864	16.57522	-18.96311	0.7695631	0.006000042	-0.02999997	-0.01200002	0	
18:01:05:918	47.03583	-121.5935	959.5143	959.5143	0	0	0	0	0	0	-2.616112	-1.181064	-67.58026	-0.1764665	0.1084623	-0.7763254	-20.90117	9.448302	-1000.864	16.57522	-18.96311	0.7695631	0.006000042	-0.02999997	-0.01200002	0	
18:01:05:938	47.03583	-121.5935	959.5143	959.5143	0	0	0	0	0	0	-2.616112	-1.181064	-67.58026	-0.1764665	0.1084623	-0.7763254	-20.90117	9.448302	-1000.864	16.57522	-18.96311	0.7695631	0.006000042	-0.02999997	-0.01200002	0	
18:01:05:980	47.03583	-121.5935	959.5143	959.5143	0	0	0	0	0	0	-2.597075	-1.173095	-67.65976	0.2561993	0.1213005	-0.8178196	-20.92193	9.482576	-1002.32	16.57522	-18.96311	0.7695631	0.008000016	-0.02999997	-0.01200002	0	
18:01:06:21	47.03586	-121.5935	958.3576	958.3576	0	0	0	0	0	0	-2.597075	-1.173095	-67.65976	0.2561993	0.1213005	-0.8178196	-20.92193	9.482576	-1002.32	16.52245	-19.00935	0.7771535	0.008000016	-0.02999997	-0.01200002	0	
18:01:06:43	47.03586	-121.5935	958.3576	958.3576	0	0	0	0	0	0	-2.597075	-1.173095	-67.65976	0.2561993	0.1213005	-0.8178196	-20.92193	9.482576	-1002.32	16.52245	-19.00935	0.7771535	0.008000016	-0.02999997	-0.01200002	0	
18:01:06:83	47.03586	-121.5935	958.3576	958.3576	0	0	0	0	0	0	-2.597075	-1.173095	-67.65976	0.2561993	0.1213005	-0.8178196	-20.92193	9.482576	-1002.32	16.52245	-19.00935	0.7771535	0.008000016	-0.02999997	-0.01200002	0	
18:01:06:86	47.03586	-121.5935	958.3576	958.3576	0	0	0	0	0	0	-2.597075	-1.173095	-67.65976	0.2561993	0.1213005	-0.8178196	-20.92193	9.482576	-1002.32	16.52245	-19.00935	0.7771535	0.008000016	-0.02999997	-0.01200002	0	
18:01:06:123	47.03586	-121.5935	958.3576	958.3576	0	0	0	0	0	0	-2.568257	-1.164589	-67.74268	0.2780622	0.1258983	-0.8517695	-20.88149	9.28869	-1003.127	16.52245	-19.00935	0.7771535	0.008000016	-0.02999997	-0.01200002	0	
18:01:06:144	47.03586	-121.5935	958.3576	958.3576	0	0	0	0	0	0	-2.568257	-1.164589	-67.74268	0.2780622	0.1258983	-0.8517695	-20.88149	9.28869	-1003.127	16.52245	-19.00935	0.7771535	0.008000016	-0.02999997	-0.01200002	0	
18:01:06:186	47.03586	-121.5935	958.3576	958.3576	0	0	0	0	0	0	-2.568257	-1.164589	-67.74268	0.2780622	0.1258983	-0.8517695	-20.88149	9.28869	-1003.127	16.52245	-19.00935	0.7771535	0.008000016	-0.02999997	-0.01200002	0	
