Date	Latitude(deg)	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)	Rollrate(dps)	Pitchrate(dps)	Yawrate(dps)	accelX(m/s/s)	accelY(m/s/s)	accelZ(m/s/s)	vgN(mps)	vgE(mps)	vgD(mps)	Aileron(unit)	Elevator(unit)	Rudder(unit)	Throttle(unit)
17:56:02:563	47.46363	-122.3077	0.02146855	0.02146855	0	0	0	0	0	0	1.412472	2.097817	161.4878	-0.001187415	0.5635264	0	0	0	-1000.101	0	0	0.0003024379	-3	-3	-3	0	
17:56:02:583	47.46363	-122.3077	0.02146855	0.02146855	0	0	0	0	0	0	1.412472	2.097817	161.4878	-0.001187415	0.5635264	0	0	0	-1000.101	0	0	0.0003024379	-3	-3	-3	0	
17:56:02:599	47.46363	-122.3077	0.02146855	0.02146855	0	0	0	0	0	0	1.412472	2.097817	161.4878	-0.001187415	0.5635264	0	0	0	-1000.101	0	0	0.0003024379	-3	-3	-3	0	
17:56:02:618	47.46363	-122.3077	0.02146855	0.02146855	0	0	0	0	0	0	1.412472	2.097817	161.4878	-0.001187415	0.5635264	0	0	0	-1000.101	0	0	0.0003024379	-3	-3	-3	0	
17:56:02:661	47.46363	-122.3077	0.02146855	0.02146855	0	0	0	0	0	0	1.412472	2.097817	161.4878	-0.001187415	0.5635264	0	0	0	-1000.101	0	0	0.0003024379	-3	-3	-3	0	
17:56:02:681	47.46363	-122.3077	0.02146855	0.02146855	0	0	0	0	0	0	1.412472	2.097817	161.4878	-0.001187415	0.5635264	0	0	0	-1000.101	0	0	0.0003024379	-3	-3	-3	0	
17:56:02:701	47.46363	-122.3077	0.02146855	0.02146855	0	0	0	0	0	0	1.412472	2.097817	161.4878	-0.001187415	0.5635264	0	0	0	-1000.101	0	0	0.0003024379	-3	-3	-3	0	
17:56:02:731	47.46363	-122.3077	0.02145072	0.02145072	0	0	0	0	0	0	1.4124	2.126097	161.4885	-0.002090813	0.5592764	0	0	0	-1000.133	0	0	0.0003707063	-3	-3	-3	0	
17:56:02:763	47.46363	-122.3077	0.02145072	0.02145072	0	0	0	0	0	0	1.4124	2.126097	161.4885	-0.002090813	0.5592764	0	0	0	-1000.133	0	0	0.0003707063	-3	-3	-3	0	
17:56:02:783	47.46363	-122.3077	0.02145072	0.02145072	0	0	0	0	0	0	1.4124	2.126097	161.4885	-0.002090813	0.5592764	0	0	0	-1000.133	0	0	0.0003707063	-3	-3	-3	0	
17:56:02:804	47.46363	-122.3077	0.02145072	0.02145072	0	0	0	0	0	0	1.4124	2.126097	161.4885	-0.002090813	0.5592764	0	0	0	-1000.133	0	0	0.0003707063	-3	-3	-3	0	
17:56:02:825	47.46363	-122.3077	0.02145072	0.02145072	0	0	0	0	0	0	1.4124	2.126097	161.4885	-0.002090813	0.5592764	0	0	0	-1000.133	0	0	0.0003707063	-3	-3	-3	0	
17:56:02:865	47.46363	-122.3077	0.02145072	0.02145072	0	0	0	0	0	0	1.4124	2.126097	161.4885	-0.002090813	0.5592764	0	0	0	-1000.133	0	0	0.0003707063	-3	-3	-3	0	
17:56:02:882	47.46363	-122.3077	0.02145072	0.02145072	0	0	0	0	0	0	1.4124	2.126097	161.4885	-0.002090813	0.5592764	0	0	0	-1000.133	0	0	0.0003707063	-3	-3	-3	0	
17:56:02:902	47.46363	-122.3077	0.02145072	0.02145072	0	0	0	0	0	0	1.412318	2.152715	161.4891	-0.002192887	0.5169712	0	0	0	-1000.277	0	0	0.0003707063	-3	-3	-3	0	
17:56:02:923	47.46363	-122.3077	0.02143041	0.02143041	0	0	0	0	0	0	1.412318	2.152715	161.4891	-0.002192887	0.5169712	0	0	0	-1000.277	0	0	0.0004136713	-3	-3	-3	0	
17:56:02:963	47.46363	-122.3077	0.02143041	0.02143041	0	0	0	0	0	0	1.412318	2.152715	161.4891	-0.002192887	0.5169712	0	0	0	-1000.277	0	0	0.0004136713	-3	-3	-3	0	
17:56:02:984	47.46363	-122.3077	0.02143041	0.02143041	0	0	0	0	0	0	1.412318	2.152715	161.4891	-0.002192887	0.5169712	0	0	0	-1000.277	0	0	0.0004136713	-3	-3	-3	0	
17:56:03:4	47.46363	-122.3077	0.02143041	0.02143041	0	0	0	0	0	0	1.412318	2.152715	161.4891	-0.002192887	0.5169712	0	0	0	-1000.277	0	0	0.0004136713	-3	-3	-3	0	
17:56:03:25	47.46363	-122.3077	0.02143041	0.02143041	0	0	0	0	0	0	1.412318	2.152715	161.4891	-0.002192887	0.5169712	0	0	0	-1000.277	0	0	0.0004136713	-3	-3	-3	0	
17:56:03:61	47.46363	-122.3077	0.02143041	0.02143041	0	0	0	0	0	0	1.412434	2.176104	161.4897	0.0008749269	0.4464594	0	0	0	-1000.157	0	0	0.0004136713	-3	-3	-3	0	
17:56:03:65	47.46363	-122.3077	0.02143041	0.02143041	0	0	0	0	0	0	1.412434	2.176104	161.4897	0.0008749269	0.4464594	0	0	0	-1000.157	0	0	0.0004136713	-3	-3	-3	0	
17:56:03:83	47.46363	-122.3077	0.02143041	0.02143041	0	0	0	0	0	0	1.412434	2.176104	161.4897	0.0008749269	0.4464594	0	0	0	-1000.157	0	0	0.0004136713	-3	-3	-3	0	
17:56:03:102	47.46363	-122.3077	0.02143041	0.02143041	0	0	0	0	0	0	1.412434	2.176104	161.4897	0.0008749269	0.4464594	0	0	0	-1000.157	0	0	0.0004136713	-3	-3	-3	0	
17:56:03:124	47.46363	-122.3077	0.02141482	0.02141482	0	0	0	0	0	0	1.412434	2.176104	161.4897	0.0008749269	0.4464594	0	0	0	-1000.157	0	0	0.0003010531	-3	-3	-3	0	
17:56:03:170	47.46363	-122.3077	0.02141482	0.02141482	0	0	0	0	0	0	1.412434	2.176104	161.4897	0.0008749269	0.4464594	0	0	0	-1000.157	0	0	0.0003010531	-3	-3	-3	0	
17:56:03:190	47.46363	-122.3077	0.02141482	0.02141482	0	0	0	0	0	0	1.412434	2.176104	161.4897	0.0008749269	0.4464594	0	0	0	-1000.157	0	0	0.0003010531	-3	-3	-3	0	
17:56:03:206	47.46363	-122.3077	0.02141482	0.02141482	0	0	0	0	0	0	1.412419	2.195149	161.4902	-0.0010125	0.3559291	0	0	0	-1000.315	0	0	0.0003010531	-3	-3	-3	0	
17:56:03:229	47.46363	-122.3077	0.02141482	0.02141482	0	0	0	0	0	0	1.412419	2.195149	161.4902	-0.0010125	0.3559291	0	0	0	-1000.315	0	0	0.0003010531	-3	-3	-3	0	
17:56:03:290	47.46363	-122.3077	0.02141482	0.02141482	0	0	0	0	0	0	1.412419	2.195149	161.4902	-0.0010125	0.3559291	0	0	0	-1000.315	0	0	0.0003010531	-3	-3	-3	0	
17:56:03:309	47.46363	-122.3077	0.02141482	0.02141482	0	0	0	0	0	0	1.412419	2.195149	161.4902	-0.0010125	0.3559291	0	0	0	-1000.315	0	0	0.0003010531	-3	-3	-3	0	
17:56:03:329	47.46363	-122.3077	0.02139934	0.02139934	0	0	0	0	0	0	1.412419	2.195149	161.4902	-0.0010125	0.3559291	0	0	0	-1000.315	0	0	0.0003115979	-3	-3	-3	0	
17:56:03:375	47.46363	-122.3077	0.02139934	0.02139934	0	0	0	0	0	0	1.412481	2.209233	161.4905	0.003348975	0.2546993	0	0	0	-1000.113	0	0	0.0003115979	-3	-3	-3	0	
17:56:03:389	47.46363	-122.3077	0.02139934	0.02139934	0	0	0	0	0	0	1.412481	2.209233	161.4905	0.003348975	0.2546993	0	0	0	-1000.113	0	0	0.0003115979	-3	-3	-3	0	
17:56:03:410	47.46363	-122.3077	0.02139934	0.02139934	0	0	0	0	0	0	1.412481	2.209233	161.4905	0.003348975	0.2546993	0	0	0	-1000.113	0	0	0.0003115979	-3	-3	-3	0	
17:56:03:430	47.46363	-122.3077	0.02139934	0.02139934	0	0	0	0	0	0	1.412481	2.209233	161.4905	0.003348975	0.2546993	0	0	0	-1000.113	0	0	0.0003115979	-3	-3	-3	0	
17:56:03:491	47.46363	-122.3077	0.02139934	0.02139934	0	0	0	0	0	0	1.412523	2.218084	161.4907	2.648835E-05	0.1496478	0	0	0	-1000.553	0	0	0.0003115979	-3	-3	-3	0	
17:56:03:507	47.46363	-122.3077	0.02139934	0.02139934	0	0	0	0	0	0	1.412523	2.218084	161.4907	2.648835E-05	0.1496478	0	0	0	-1000.553	0	0	0.0003115979	-3	-3	-3	0	
17:56:03:528	47.46363	-122.3077	0.0213863	0.0213863	0	0	0	0	0	0	1.412523	2.218084	161.4907	2.648835E-05	0.1496478	0	0	0	-1000.553	0	0	0.0002402178	-3	-3	-3	0	
17:56:03:575	47.46363	-122.3077	0.0213863	0.0213863	0	0	0	0	0	0	1.412523	2.218084	161.4907	2.648835E-05	0.1496478	0	0	0	-1000.553	0	0	0.0002402178	-3	-3	-3	0	
17:56:03:590	47.46363	-122.3077	0.0213863	0.0213863	0	0	0	0	0	0	1.412523	2.218084	161.4907	2.648835E-05	0.1496478	0	0	0	-1000.553	0	0	0.0002402178	-3	-3	-3	0	
17:56:03:607	47.46363	-122.3077	0.0213863	0.0213863	0	0	0	0	0	0	1.412523	2.218084	161.4907	2.648835E-05	0.1496478	0	0	0	-1000.553	0	0	0.0002402178	-3	-3	-3	0	
17:56:03:630	47.46363	-122.3077	0.0213863	0.0213863	0	0	0	0	0	0	1.412663	2.22163	161.4908	0.001437622	0.04482606	0	0	0	-1000.663	0	0	0.0002402178	-3	-3	-3	0	
17:56:03:674	47.46363	-122.3077	0.0213863	0.0213863	0	0	0	0	0	0	1.412663	2.22163	161.4908	0.001437622	0.04482606	0	0	0	-1000.663	0	0	0.0002402178	-3	-3	-3	0	
17:56:03:689	47.46363	-122.3077	0.0213863	0.0213863	0	0	0	0	0	0	1.412663	2.22163	161.4908	0.001437622	0.04482606	0	0	0	-1000.663	0	0	0.0002402178	-3	-3	-3	0	
17:56:03:708	47.46363	-122.3077	0.0213863	0.0213863	0	0	0	0	0	0	1.412663	2.22163	161.4908	0.001437622	0.04482606	0	0	0	-1000.663	0	0	0.0002402178	-3	-3	-3	0	
17:56:03:734	47.46363	-122.3077	0.02136617	0.02136617	0	0	0	0	0	0	1.412663	2.22163	161.4908	0.001437622	0.04482606	0	0	0	-1000.663	0	0	0.0001103009	-3	-3	-3	0	
17:56:03:782	47.46363	-122.3077	0.02136617	0.02136617	0	0	0	0	0	0	1.412663	2.22163	161.4908	0.001437622	0.04482606	0	0	0	-1000.663	0	0	0.0001103009	-3	-3	-3	0	
17:56:03:791	47.46363	-122.3077	0.02136617	0.02136617	0	0	0	0	0	0	1.412663	2.22163	161.4908	0.001437622	0.04482606	0	0	0	-1000.663	0	0	0.0001103009	-3	-3	-3	0	
17:56:03:812	47.46363	-122.3077	0.02136617	0.02136617	0	0	0	0	0	0	1.412663	2.22163	161.4908	0.001437622	0.04482606	0	0	0	-1000.663	0	0	0.0001103009	-3	-3	-3	0	
17:56:03:831	47.46363	-122.3077	0.02136617	0.02136617	0	0	0	0	0	0	1.412663	2.22163	161.4908	0.001437622	0.04482606	0	0	0	-1000.663	0	0	0.0001103009	-3	-3	-3	0	
17:56:03:876	47.46363	-122.3077	0.02136617	0.02136617	0	0	0	0	0	0	1.412633	2.220573	161.4908	-0.001001474	-0.03587082	0	0	0	-1000.526	0	0	0.0001103009	-3	-3	-3	0	
17:56:03:894	47.46363	-122.3077	0.02136617	0.02136617	0	0	0	0	0	0	1.412633	2.220573	161.4908	-0.001001474	-0.03587082	0	0	0	-1000.526	0	0	0.0001103009	-3	-3	-3	0	
17:56:03:927	47.46363	-122.3077	0.02136617	0.02136617	0	0	0	0	0	0	1.412633	2.220573	161.4908	-0.001001474	-0.03587082	0	0	0	-1000.526	0	0	0.0001103009	-3	-3	-3	0	
17:56:03:950	47.46363	-122.3077	0.02136473	0.02136473	0	0	0	0	0	0	1.412633	2.220573	161.4908	-0.001001474	-0.03587082	0	0	0	-1000.526	0	0	-3.816389E-05	-3	-3	-3	0	
17:56:03:983	47.46363	-122.3077	0.02136473	0.02136473	0	0	0	0	0	0	1.412633	2.220573	161.4908	-0.001001474	-0.03587082	0	0	0	-1000.526	0	0	-3.816389E-05	-3	-3	-3	0	
17:56:03:992	47.46363	-122.3077	0.02136473	0.02136473	0	0	0	0	0	0	1.412633	2.220573	161.4908	-0.001001474	-0.03587082	0	0	0	-1000.526	0	0	-3.816389E-05	-3	-3	-3	0	
17:56:04:11	47.46363	-122.3077	0.02136473	0.02136473	0	0	0	0	0	0	1.412633	2.220573	161.4908	-0.001001474	-0.03587082	0	0	0	-1000.526	0	0	-3.816389E-05	-3	-3	-3	0	
17:56:04:32	47.46363	-122.3077	0.02136473	0.02136473	0	0	0	0	0	0	1.412633	2.220573	161.4908	-0.001001474	-0.03587082	0	0	0	-1000.526	0	0	-3.816389E-05	-3	-3	-3	0	
17:56:04:69	47.46363	-122.3077	0.02136473	0.02136473	0	0	0	0	0	0	1.412633	2.220573	161.4908	-0.001001474	-0.03587082	0	0	0	-1000.526	0	0	-3.816389E-05	-3	-3	-3	0	
17:56:04:74	47.46363	-122.3077	0.02136473	0.02136473	0	0	0	0	0	0	1.412633	2.220573	161.4908	-0.001001474	-0.03587082	0	0	0	-1000.526	0	0	-3.816389E-05	-3	-3	-3	0	
17:56:04:94	47.46363	-122.3077	0.02136473	0.02136473	0	0	0	0	0	0	1.412633	2.220573	161.4908	-0.001001474	-0.03587082	0	0	0	-1000.526	0	0	-3.816389E-05	-3	-3	-3	0	
17:56:04:110	47.46363	-122.3077	0.02136473	0.02136473	0	0	0	0	0	0	1.412633	2.220573	161.4908	-0.001001474	-0.03587082	0	0	0	-1000.526	0	0	-3.816389E-05	-3	-3	-3	0	
17:56:04:131	47.46363	-122.3077	0.02136473	0.02136473	0	0	0	0	0	0	1.412633	2.220573	161.4908	-0.001001474	-0.03587082	0	0	0	-1000.526	0	0	-3.816389E-05	-3	-3	-3	0	
17:56:04:174	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412661	2.216755	161.4907	0.002957085	-0.08833838	0	0	0	-999.9933	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:194	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412661	2.216755	161.4907	0.002957085	-0.08833838	0	0	0	-999.9933	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:217	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412661	2.216755	161.4907	0.002957085	-0.08833838	0	0	0	-999.9933	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:234	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412661	2.216755	161.4907	0.002957085	-0.08833838	0	0	0	-999.9933	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:296	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412661	2.216755	161.4907	0.002957085	-0.08833838	0	0	0	-999.9933	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:311	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412661	2.216755	161.4907	0.002957085	-0.08833838	0	0	0	-999.9933	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:332	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412661	2.216755	161.4907	0.002957085	-0.08833838	0	0	0	-999.9933	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:395	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412661	2.216755	161.4907	0.002957085	-0.08833838	0	0	0	-999.9933	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:398	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412661	2.216755	161.4907	0.002957085	-0.08833838	0	0	0	-999.9933	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:417	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412661	2.216755	161.4907	0.002957085	-0.08833838	0	0	0	-999.9933	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:434	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412661	2.216755	161.4907	0.002957085	-0.08833838	0	0	0	-999.9933	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:504	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412654	2.210755	161.4906	-0.0007035771	-0.1286606	0	0	0	-1000.322	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:549	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412654	2.210755	161.4906	-0.0007035771	-0.1286606	0	0	0	-1000.322	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:583	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412654	2.210755	161.4906	-0.0007035771	-0.1286606	0	0	0	-1000.322	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:593	47.46363	-122.3077	0.02136516	0.02136516	0	0	0	0	0	0	1.412654	2.210755	161.4906	-0.0007035771	-0.1286606	0	0	0	-1000.322	0	0	-7.202006E-05	-3	-3	-3	0	
17:56:04:597	47.46363	-122.3077	0.02136703	0.02136703	0	0	0	0	0	0	1.412654	2.210755	161.4906	-0.0007035771	-0.1286606	0	0	0	-1000.322	0	0	-3.492573E-05	-3	-3	-3	0	
17:56:04:618	47.46363	-122.3077	0.02136703	0.02136703	0	0	0	0	0	0	1.412654	2.210755	161.4906	-0.0007035771	-0.1286606	0	0	0	-1000.322	0	0	-3.492573E-05	-3	-3	-3	0	
17:56:04:634	47.46363	-122.3077	0.02136703	0.02136703	0	0	0	0	0	0	1.412654	2.210755	161.4906	-0.0007035771	-0.1286606	0	0	0	-1000.322	0	0	-3.492573E-05	-3	-3	-3	0	
17:56:04:675	47.46363	-122.3077	0.02136703	0.02136703	0	0	0	0	0	0	1.412654	2.210755	161.4906	-0.0007035771	-0.1286606	0	0	0	-1000.322	0	0	-3.492573E-05	-3	-3	-3	0	
17:56:04:699	47.46363	-122.3077	0.02136703	0.02136703	0	0	0	0	0	0	1.412654	2.210755	161.4906	-0.0007035771	-0.1286606	0	0	0	-1000.322	0	0	-3.492573E-05	-3	-3	-3	0	
17:56:04:712	47.46363	-122.3077	0.02136703	0.02136703	0	0	0	0	0	0	1.412654	2.210755	161.4906	-0.0007035771	-0.1286606	0	0	0	-1000.322	0	0	-3.492573E-05	-3	-3	-3	0	
17:56:04:739	47.46363	-122.3077	0.02136703	0.02136703	0	0	0	0	0	0	1.412548	2.203186	161.4904	-0.002233448	-0.1566764	0	0	0	-999.9862	0	0	-3.492573E-05	-3	-3	-3	0	
17:56:04:779	47.46363	-122.3077	0.02136703	0.02136703	0	0	0	0	0	0	1.412548	2.203186	161.4904	-0.002233448	-0.1566764	0	0	0	-999.9862	0	0	-3.492573E-05	-3	-3	-3	0	
17:56:04:794	47.46363	-122.3077	0.02136703	0.02136703	0	0	0	0	0	0	1.412548	2.203186	161.4904	-0.002233448	-0.1566764	0	0	0	-999.9862	0	0	-3.492573E-05	-3	-3	-3	0	
17:56:04:819	47.46363	-122.3077	0.02137084	0.02137084	0	0	0	0	0	0	1.412548	2.203186	161.4904	-0.002233448	-0.1566764	0	0	0	-999.9862	0	0	-0.0001140455	-3	-3	-3	0	
17:56:04:837	47.46363	-122.3077	0.02137084	0.02137084	0	0	0	0	0	0	1.412548	2.203186	161.4904	-0.002233448	-0.1566764	0	0	0	-999.9862	0	0	-0.0001140455	-3	-3	-3	0	
17:56:04:879	47.46363	-122.3077	0.02137084	0.02137084	0	0	0	0	0	0	1.412404	2.194747	161.4902	-0.002811706	-0.1708922	0	0	0	-1000.301	0	0	-0.0001140455	-3	-3	-3	0	
17:56:04:903	47.46363	-122.3077	0.02137084	0.02137084	0	0	0	0	0	0	1.412404	2.194747	161.4902	-0.002811706	-0.1708922	0	0	0	-1000.301	0	0	-0.0001140455	-3	-3	-3	0	
17:56:04:917	47.46363	-122.3077	0.02137084	0.02137084	0	0	0	0	0	0	1.412404	2.194747	161.4902	-0.002811706	-0.1708922	0	0	0	-1000.301	0	0	-0.0001140455	-3	-3	-3	0	
17:56:04:937	47.46363	-122.3077	0.02137084	0.02137084	0	0	0	0	0	0	1.412404	2.194747	161.4902	-0.002811706	-0.1708922	0	0	0	-1000.301	0	0	-0.0001140455	-3	-3	-3	0	
17:56:05:31	47.46363	-122.3077	0.02137567	0.02137567	0	0	0	0	0	0	1.412404	2.194747	161.4902	-0.002811706	-0.1708922	0	0	0	-1000.301	0	0	-9.288568E-05	-3	-3	-3	0	
17:56:05:175	47.46363	-122.3077	0.02137567	0.02137567	0	0	0	0	0	0	1.412404	2.194747	161.4902	-0.002811706	-0.1708922	0	0	0	-1000.301	0	0	-9.288568E-05	-3	-3	-3	0	
17:56:05:178	47.46363	-122.3077	0.02137567	0.02137567	0	0	0	0	0	0	1.412404	2.194747	161.4902	-0.002811706	-0.1708922	0	0	0	-1000.301	0	0	-9.288568E-05	-3	-3	-3	0	
17:56:05:201	47.46363	-122.3077	0.02137567	0.02137567	0	0	0	0	0	0	1.412366	2.186088	161.4899	0.001869855	-0.171943	0	0	0	-1000.078	0	0	-9.288568E-05	-3	-3	-3	0	
17:56:05:214	47.46363	-122.3077	0.02137567	0.02137567	0	0	0	0	0	0	1.412366	2.186088	161.4899	0.001869855	-0.171943	0	0	0	-1000.078	0	0	-9.288568E-05	-3	-3	-3	0	
17:56:05:218	47.46363	-122.3077	0.02137567	0.02137567	0	0	0	0	0	0	1.412366	2.186088	161.4899	0.001869855	-0.171943	0	0	0	-1000.078	0	0	-9.288568E-05	-3	-3	-3	0	
17:56:05:224	47.46363	-122.3077	0.02138184	0.02138184	0	0	0	0	0	0	1.412366	2.186088	161.4899	0.001869855	-0.171943	0	0	0	-1000.078	0	0	-0.000157892	-3	-3	-3	0	
17:56:05:226	47.46363	-122.3077	0.02138184	0.02138184	0	0	0	0	0	0	1.412366	2.186088	161.4899	0.001869855	-0.171943	0	0	0	-1000.078	0	0	-0.000157892	-3	-3	-3	0	
17:56:05:229	47.46363	-122.3077	0.02138184	0.02138184	0	0	0	0	0	0	1.412366	2.186088	161.4899	0.001869855	-0.171943	0	0	0	-1000.078	0	0	-0.000157892	-3	-3	-3	0	
17:56:05:233	47.46363	-122.3077	0.02138184	0.02138184	0	0	0	0	0	0	1.412366	2.186088	161.4899	0.001869855	-0.171943	0	0	0	-1000.078	0	0	-0.000157892	-3	-3	-3	0	
17:56:05:236	47.46363	-122.3077	0.02138184	0.02138184	0	0	0	0	0	0	1.412366	2.186088	161.4899	0.001869855	-0.171943	0	0	0	-1000.078	0	0	-0.000157892	-3	-3	-3	0	
17:56:05:238	47.46363	-122.3077	0.02138184	0.02138184	0	0	0	0	0	0	1.412366	2.186088	161.4899	0.001869855	-0.171943	0	0	0	-1000.078	0	0	-0.000157892	-3	-3	-3	0	
17:56:05:241	47.46363	-122.3077	0.02138184	0.02138184	0	0	0	0	0	0	1.412366	2.186088	161.4899	0.001869855	-0.171943	0	0	0	-1000.078	0	0	-0.000157892	-3	-3	-3	0	
17:56:05:321	47.46363	-122.3077	0.02138184	0.02138184	0	0	0	0	0	0	1.412366	2.186088	161.4899	0.001869855	-0.171943	0	0	0	-1000.078	0	0	-0.000157892	-3	-3	-3	0	
17:56:05:355	47.46363	-122.3077	0.02138184	0.02138184	0	0	0	0	0	0	1.412447	2.177827	161.4897	0.003704039	-0.1611071	0	0	0	-1000.099	0	0	-0.000157892	-3	-3	-3	0	
17:56:05:360	47.46363	-122.3077	0.02138184	0.02138184	0	0	0	0	0	0	1.412447	2.177827	161.4897	0.003704039	-0.1611071	0	0	0	-1000.099	0	0	-0.000157892	-3	-3	-3	0	
17:56:05:385	47.46363	-122.3077	0.02138184	0.02138184	0	0	0	0	0	0	1.412447	2.177827	161.4897	0.003704039	-0.1611071	0	0	0	-1000.099	0	0	-0.000157892	-3	-3	-3	0	
17:56:05:401	47.46363	-122.3077	0.02138184	0.02138184	0	0	0	0	0	0	1.412447	2.177827	161.4897	0.003704039	-0.1611071	0	0	0	-1000.099	0	0	-0.000157892	-3	-3	-3	0	
17:56:05:421	47.46363	-122.3077	0.02138184	0.02138184	0	0	0	0	0	0	1.412447	2.177827	161.4897	0.003704039	-0.1611071	0	0	0	-1000.099	0	0	-0.000157892	-3	-3	-3	0	
17:56:05:439	47.46363	-122.3077	0.021387	0.021387	0	0	0	0	0	0	1.412447	2.177827	161.4897	0.003704039	-0.1611071	0	0	0	-1000.099	0	0	-0.000109991	-3	-3	-3	0	
17:56:05:518	47.46363	-122.3077	0.021387	0.021387	0	0	0	0	0	0	1.412576	2.170484	161.4896	0.004393117	-0.1400439	0	0	0	-1000.323	0	0	-0.000109991	-3	-3	-3	0	
17:56:05:557	47.46363	-122.3077	0.021387	0.021387	0	0	0	0	0	0	1.412576	2.170484	161.4896	0.004393117	-0.1400439	0	0	0	-1000.323	0	0	-0.000109991	-3	-3	-3	0	
17:56:05:560	47.46363	-122.3077	0.021387	0.021387	0	0	0	0	0	0	1.412576	2.170484	161.4896	0.004393117	-0.1400439	0	0	0	-1000.323	0	0	-0.000109991	-3	-3	-3	0	
17:56:05:583	47.46363	-122.3077	0.021387	0.021387	0	0	0	0	0	0	1.412576	2.170484	161.4896	0.004393117	-0.1400439	0	0	0	-1000.323	0	0	-0.000109991	-3	-3	-3	0	
17:56:05:604	47.46363	-122.3077	0.021387	0.021387	0	0	0	0	0	0	1.412576	2.170484	161.4896	0.004393117	-0.1400439	0	0	0	-1000.323	0	0	-0.000109991	-3	-3	-3	0	
17:56:05:637	47.46363	-122.3077	0.021387	0.021387	0	0	0	0	0	0	1.412576	2.170484	161.4896	0.004393117	-0.1400439	0	0	0	-1000.323	0	0	-0.000109991	-3	-3	-3	0	
17:56:05:641	47.46363	-122.3077	0.02139087	0.02139087	0	0	0	0	0	0	1.412576	2.170484	161.4896	0.004393117	-0.1400439	0	0	0	-1000.323	0	0	-8.597971E-05	-3	-3	-3	0	
17:56:05:681	47.46363	-122.3077	0.02139087	0.02139087	0	0	0	0	0	0	1.412721	2.164489	161.4894	0.004652098	-0.1121459	0	0	0	-999.9313	0	0	-8.597971E-05	-3	-3	-3	0	
17:56:05:700	47.46363	-122.3077	0.02139087	0.02139087	0	0	0	0	0	0	1.412721	2.164489	161.4894	0.004652098	-0.1121459	0	0	0	-999.9313	0	0	-8.597971E-05	-3	-3	-3	0	
17:56:05:719	47.46363	-122.3077	0.02139087	0.02139087	0	0	0	0	0	0	1.412721	2.164489	161.4894	0.004652098	-0.1121459	0	0	0	-999.9313	0	0	-8.597971E-05	-3	-3	-3	0	
17:56:05:741	47.46363	-122.3077	0.02139087	0.02139087	0	0	0	0	0	0	1.412721	2.164489	161.4894	0.004652098	-0.1121459	0	0	0	-999.9313	0	0	-8.597971E-05	-3	-3	-3	0	
17:56:05:793	47.46363	-122.3077	0.02139087	0.02139087	0	0	0	0	0	0	1.412766	2.16007	161.4893	0.0001954021	-0.07971892	0	0	0	-1000.057	0	0	-8.597971E-05	-3	-3	-3	0	
17:56:05:802	47.46363	-122.3077	0.02139087	0.02139087	0	0	0	0	0	0	1.412766	2.16007	161.4893	0.0001954021	-0.07971892	0	0	0	-1000.057	0	0	-8.597971E-05	-3	-3	-3	0	
17:56:05:821	47.46363	-122.3077	0.02139087	0.02139087	0	0	0	0	0	0	1.412766	2.16007	161.4893	0.0001954021	-0.07971892	0	0	0	-1000.057	0	0	-8.597971E-05	-3	-3	-3	0	
